id,created_at,retweet_count,favorite_count,deleted,time_downloaded
1141509800464932864,2019-06-20 00:55:19.000000,,,1,2019-07-12 12:24
1141512361687359488,2019-06-20 01:05:29.000000,4.0,0.0,0,2019-07-12 12:24
1141513415678189570,2019-06-20 01:09:41.000000,,,1,2019-07-12 12:24
1141515127704961024,2019-06-20 01:16:29.000000,,,1,2019-07-12 12:24
1141515498766643201,2019-06-20 01:17:57.000000,,,1,2019-07-12 12:24
1141515679528574976,2019-06-20 01:18:40.000000,,,1,2019-07-12 12:24
1141516522894045184,2019-06-20 01:22:02.000000,,,1,2019-07-12 12:24
1141517197493383169,2019-06-20 01:24:42.000000,,,1,2019-07-12 12:24
1141517350941921280,2019-06-20 01:25:19.000000,,,1,2019-07-12 12:24
1141517420185698304,2019-06-20 01:25:35.000000,,,1,2019-07-12 12:24
1141517564360761344,2019-06-20 01:26:10.000000,,,1,2019-07-12 12:24
1141518144865021953,2019-06-20 01:28:28.000000,,,1,2019-07-12 12:24
1141518269096038400,2019-06-20 01:28:58.000000,1.0,0.0,0,2019-07-12 12:24
1141520337743597568,2019-06-20 01:37:11.000000,,,1,2019-07-12 12:24
1141521262688243712,2019-06-20 01:40:52.000000,,,1,2019-07-12 12:24
1141522099217084417,2019-06-20 01:44:11.000000,,,1,2019-07-12 12:24
1141522138064674816,2019-06-20 01:44:20.000000,,,1,2019-07-12 12:24
1141522154229567490,2019-06-20 01:44:24.000000,,,1,2019-07-12 12:24
1141522396387696640,2019-06-20 01:45:22.000000,,,1,2019-07-12 12:24
1141522459969163264,2019-06-20 01:45:37.000000,2.0,0.0,0,2019-07-12 12:24
1141522494718906368,2019-06-20 01:45:45.000000,,,1,2019-07-12 12:24
1141522576184881152,2019-06-20 01:46:05.000000,3.0,0.0,0,2019-07-12 12:24
1141522837712318466,2019-06-20 01:47:07.000000,2.0,0.0,0,2019-07-12 12:24
1141522916770832384,2019-06-20 01:47:26.000000,,,1,2019-07-12 12:24
1141523144332795910,2019-06-20 01:48:20.000000,,,1,2019-07-12 12:24
1141532879110975489,2019-06-20 02:27:01.000000,8.0,9.0,0,2019-07-12 12:24
1141538931135197189,2019-06-20 02:51:04.000000,8.0,0.0,0,2019-07-12 12:24
1141540908632027137,2019-06-20 02:58:56.000000,8.0,0.0,0,2019-07-12 12:24
1141544446053498880,2019-06-20 03:12:59.000000,,,1,2019-07-12 12:24
1141545058879115266,2019-06-20 03:15:25.000000,8.0,0.0,0,2019-07-12 12:24
1141548500334927872,2019-06-20 03:29:06.000000,,,1,2019-07-12 12:24
1141553680723980289,2019-06-20 03:49:41.000000,,,1,2019-07-12 12:24
1141554194580672512,2019-06-20 03:51:43.000000,,,1,2019-07-12 12:24
1141555028676751360,2019-06-20 03:55:02.000000,,,1,2019-07-12 12:24
1141556444799623170,2019-06-20 04:00:40.000000,1.0,0.0,0,2019-07-12 12:24
1141566065723564039,2019-06-20 04:38:53.000000,0.0,2.0,0,2019-07-12 12:24
1141600526745784321,2019-06-20 06:55:50.000000,1.0,0.0,0,2019-07-12 12:24
1141610755986321409,2019-06-20 07:36:28.000000,0.0,1.0,0,2019-07-12 12:24
1141636297125220352,2019-06-20 09:17:58.000000,0.0,7.0,0,2019-07-12 12:25
1141659822313619456,2019-06-20 10:51:27.000000,0.0,1.0,0,2019-07-12 12:25
1141687566418079745,2019-06-20 12:41:42.000000,8.0,0.0,0,2019-07-12 12:25
1141695536648642563,2019-06-20 13:13:22.000000,5.0,46.0,0,2019-07-12 12:25
1141700584447369219,2019-06-20 13:33:25.000000,0.0,0.0,0,2019-07-12 12:25
1141718381919444994,2019-06-20 14:44:09.000000,5.0,0.0,0,2019-07-12 12:25
1141719014533685248,2019-06-20 14:46:39.000000,0.0,0.0,0,2019-07-12 12:25
1141721025329139712,2019-06-20 14:54:39.000000,8.0,0.0,0,2019-07-12 12:25
1141727079618240513,2019-06-20 15:18:42.000000,2.0,8.0,0,2019-07-12 12:25
1141733608656461824,2019-06-20 15:44:39.000000,2.0,0.0,0,2019-07-12 12:25
1141739955846340610,2019-06-20 16:09:52.000000,0.0,0.0,0,2019-07-12 12:25
1141754124477685768,2019-06-20 17:06:10.000000,0.0,5.0,0,2019-07-12 12:25
1141761012867223553,2019-06-20 17:33:33.000000,8.0,0.0,0,2019-07-12 12:25
1141827089135546370,2019-06-20 21:56:06.000000,2.0,0.0,0,2019-07-12 12:25
1141827734957645830,2019-06-20 21:58:40.000000,2.0,6.0,0,2019-07-12 12:25
1141853527280631808,2019-06-20 23:41:10.000000,0.0,2.0,0,2019-07-12 12:25
1141855383818055680,2019-06-20 23:48:32.000000,5.0,0.0,0,2019-07-12 12:25
1141861550455762944,2019-06-21 00:13:03.000000,0.0,2.0,0,2019-07-12 12:25
1141863625675759617,2019-06-21 00:21:17.000000,1.0,0.0,0,2019-07-12 12:25
1141863720517345280,2019-06-21 00:21:40.000000,2.0,0.0,0,2019-07-12 12:25
1141871470685151232,2019-06-21 00:52:28.000000,1.0,0.0,0,2019-07-12 12:25
1141874847519260673,2019-06-21 01:05:53.000000,,,1,2019-07-12 12:25
1141875733079441408,2019-06-21 01:09:24.000000,,,1,2019-07-12 12:25
1141879422838038530,2019-06-21 01:24:04.000000,,,1,2019-07-12 12:25
1141879789797728262,2019-06-21 01:25:31.000000,,,1,2019-07-12 12:25
1141890519435567106,2019-06-21 02:08:09.000000,2.0,0.0,0,2019-07-12 12:25
1141891169007407110,2019-06-21 02:10:44.000000,2.0,0.0,0,2019-07-12 12:25
1141891486998585344,2019-06-21 02:12:00.000000,1.0,3.0,0,2019-07-12 12:25
1141902174823309317,2019-06-21 02:54:28.000000,5.0,0.0,0,2019-07-12 12:25
1141903514706305026,2019-06-21 02:59:48.000000,17.0,0.0,0,2019-07-12 12:25
1141909018526588928,2019-06-21 03:21:40.000000,1.0,0.0,0,2019-07-12 12:25
1141921211254861825,2019-06-21 04:10:07.000000,2.0,0.0,0,2019-07-12 12:25
1142011552289230848,2019-06-21 10:09:06.000000,5.0,0.0,0,2019-07-12 12:25
1142021660423413760,2019-06-21 10:49:16.000000,5.0,13.0,0,2019-07-12 12:25
1142052168914100229,2019-06-21 12:50:30.000000,8.0,0.0,0,2019-07-12 12:25
1142053569908084736,2019-06-21 12:56:04.000000,5.0,0.0,0,2019-07-12 12:25
1142064676920090624,2019-06-21 13:40:12.000000,0.0,0.0,0,2019-07-12 12:25
1142065125236645889,2019-06-21 13:41:59.000000,1.0,4.0,0,2019-07-12 12:25
1142065622139965442,2019-06-21 13:43:57.000000,24.0,0.0,0,2019-07-12 12:25
1142066099866886145,2019-06-21 13:45:51.000000,2.0,0.0,0,2019-07-12 12:25
1142069963018125312,2019-06-21 14:01:12.000000,0.0,4.0,0,2019-07-12 12:25
1142074842046488576,2019-06-21 14:20:35.000000,24.0,0.0,0,2019-07-12 12:25
1142077431404277760,2019-06-21 14:30:53.000000,0.0,1.0,0,2019-07-12 12:25
1142077517358141442,2019-06-21 14:31:13.000000,1.0,0.0,0,2019-07-12 12:25
1142079657988300800,2019-06-21 14:39:43.000000,0.0,1.0,0,2019-07-12 12:25
1142099821878288385,2019-06-21 15:59:51.000000,0.0,10.0,0,2019-07-12 12:25
1142106697584062467,2019-06-21 16:27:10.000000,4.0,12.0,0,2019-07-12 12:25
1142107694259671041,2019-06-21 16:31:08.000000,0.0,13.0,0,2019-07-12 12:25
1142109475316404224,2019-06-21 16:38:12.000000,4.0,0.0,0,2019-07-12 12:25
1142109479770775553,2019-06-21 16:38:14.000000,4.0,0.0,0,2019-07-12 12:25
1142109703931080707,2019-06-21 16:39:07.000000,4.0,0.0,0,2019-07-12 12:25
1142109781152423937,2019-06-21 16:39:25.000000,0.0,1.0,0,2019-07-12 12:25
1142109820188864513,2019-06-21 16:39:35.000000,,,1,2019-07-12 12:25
1142109886345560073,2019-06-21 16:39:50.000000,0.0,4.0,0,2019-07-12 12:25
1142109932998811648,2019-06-21 16:40:02.000000,0.0,0.0,0,2019-07-12 12:25
1142110430665629698,2019-06-21 16:42:00.000000,0.0,0.0,0,2019-07-12 12:25
1142110554221424641,2019-06-21 16:42:30.000000,0.0,2.0,0,2019-07-12 12:25
1142111021949161477,2019-06-21 16:44:21.000000,1.0,7.0,0,2019-07-12 12:25
1142111133819703296,2019-06-21 16:44:48.000000,0.0,0.0,0,2019-07-12 12:25
1142111186290446341,2019-06-21 16:45:00.000000,0.0,1.0,0,2019-07-12 12:25
1142113323544170497,2019-06-21 16:53:30.000000,1.0,0.0,0,2019-07-12 12:25
1142115530104561676,2019-06-21 17:02:16.000000,0.0,1.0,0,2019-07-12 12:25
1142123474225225728,2019-06-21 17:33:50.000000,3.0,0.0,0,2019-07-12 12:25
1142127997744549894,2019-06-21 17:51:49.000000,3.0,12.0,0,2019-07-12 12:25
1142135636662599680,2019-06-21 18:22:10.000000,0.0,0.0,0,2019-07-12 12:25
1142143025877004288,2019-06-21 18:51:32.000000,0.0,2.0,0,2019-07-12 12:25
1142143166880968704,2019-06-21 18:52:05.000000,,,1,2019-07-12 12:25
1142144973841862656,2019-06-21 18:59:16.000000,,,1,2019-07-12 12:25
1142145477674246144,2019-06-21 19:01:16.000000,0.0,9.0,0,2019-07-12 12:25
1142145565939109894,2019-06-21 19:01:37.000000,0.0,2.0,0,2019-07-12 12:25
1142146958955560960,2019-06-21 19:07:09.000000,0.0,5.0,0,2019-07-12 12:25
1142152731777478656,2019-06-21 19:30:06.000000,5.0,0.0,0,2019-07-12 12:25
1142154707147919361,2019-06-21 19:37:57.000000,3.0,0.0,0,2019-07-12 12:25
1142158071088787456,2019-06-21 19:51:19.000000,0.0,1.0,0,2019-07-12 12:25
1142164119166050309,2019-06-21 20:15:21.000000,5.0,0.0,0,2019-07-12 12:25
1142167871935508480,2019-06-21 20:30:15.000000,0.0,0.0,0,2019-07-12 12:25
1142171231497728005,2019-06-21 20:43:36.000000,3.0,0.0,0,2019-07-12 12:25
1142175342733471744,2019-06-21 20:59:56.000000,5.0,27.0,0,2019-07-12 12:25
1142180458345762816,2019-06-21 21:20:16.000000,0.0,1.0,0,2019-07-12 12:25
1142195977476087808,2019-06-21 22:21:56.000000,0.0,0.0,0,2019-07-12 12:25
1142214931095441409,2019-06-21 23:37:15.000000,5.0,0.0,0,2019-07-12 12:25
1142230327169101824,2019-06-22 00:38:26.000000,,,1,2019-07-12 12:25
1142233177920069632,2019-06-22 00:49:45.000000,,,1,2019-07-12 12:25
1142234267348611072,2019-06-22 00:54:05.000000,,,1,2019-07-12 12:25
1142234572152877056,2019-06-22 00:55:18.000000,,,1,2019-07-12 12:25
1142238217867055104,2019-06-22 01:09:47.000000,,,1,2019-07-12 12:25
1142239916514009088,2019-06-22 01:16:32.000000,,,1,2019-07-12 12:25
1142240272207745029,2019-06-22 01:17:57.000000,,,1,2019-07-12 12:25
1142240443696066560,2019-06-22 01:18:38.000000,,,1,2019-07-12 12:25
1142241305692647424,2019-06-22 01:22:03.000000,,,1,2019-07-12 12:25
1142241969487454209,2019-06-22 01:24:42.000000,,,1,2019-07-12 12:25
1142242237025325056,2019-06-22 01:25:45.000000,,,1,2019-07-12 12:25
1142242240275931136,2019-06-22 01:25:46.000000,,,1,2019-07-12 12:25
1142242392344543237,2019-06-22 01:26:22.000000,,,1,2019-07-12 12:25
1142242918390009856,2019-06-22 01:28:28.000000,,,1,2019-07-12 12:25
1142245108047372288,2019-06-22 01:37:10.000000,,,1,2019-07-12 12:25
1142246044337680385,2019-06-22 01:40:53.000000,,,1,2019-07-12 12:25
1142246872045817856,2019-06-22 01:44:10.000000,,,1,2019-07-12 12:25
1142246916820013056,2019-06-22 01:44:21.000000,,,1,2019-07-12 12:25
1142246940526227457,2019-06-22 01:44:27.000000,,,1,2019-07-12 12:25
1142247228817510400,2019-06-22 01:45:35.000000,,,1,2019-07-12 12:25
1142247271863656448,2019-06-22 01:45:46.000000,,,1,2019-07-12 12:25
1142247700022345733,2019-06-22 01:47:28.000000,,,1,2019-07-12 12:25
1142247924807675904,2019-06-22 01:48:21.000000,,,1,2019-07-12 12:25
1142248277045403648,2019-06-22 01:49:45.000000,,,1,2019-07-12 12:25
1142248770022850565,2019-06-22 01:51:43.000000,,,1,2019-07-12 12:25
1142269240881426432,2019-06-22 03:13:04.000000,,,1,2019-07-12 12:25
1142272794316554241,2019-06-22 03:27:11.000000,5.0,0.0,0,2019-07-12 12:25
1142273204309942272,2019-06-22 03:28:48.000000,,,1,2019-07-12 12:25
1142279798984716288,2019-06-22 03:55:01.000000,,,1,2019-07-12 12:25
1142300423920840707,2019-06-22 05:16:58.000000,4.0,0.0,0,2019-07-12 12:25
1142388977762230273,2019-06-22 11:08:51.000000,8.0,0.0,0,2019-07-12 12:25
1142424832073768960,2019-06-22 13:31:19.000000,3.0,26.0,0,2019-07-12 12:25
1142425394643181569,2019-06-22 13:33:33.000000,3.0,0.0,0,2019-07-12 12:25
1142433381726208000,2019-06-22 14:05:18.000000,3.0,0.0,0,2019-07-12 12:25
1142433481928192000,2019-06-22 14:05:42.000000,3.0,0.0,0,2019-07-12 12:25
1142437708708700161,2019-06-22 14:22:29.000000,5.0,0.0,0,2019-07-12 12:25
1142495085378068480,2019-06-22 18:10:29.000000,0.0,2.0,0,2019-07-12 12:25
1142498822939189249,2019-06-22 18:25:20.000000,5.0,0.0,0,2019-07-12 12:25
1142515146817978371,2019-06-22 19:30:12.000000,1.0,0.0,0,2019-07-12 12:25
1142518259285209090,2019-06-22 19:42:34.000000,5.0,0.0,0,2019-07-12 12:25
1142521480984629249,2019-06-22 19:55:22.000000,0.0,0.0,0,2019-07-12 12:25
1142532567733661696,2019-06-22 20:39:26.000000,1.0,6.0,0,2019-07-12 12:25
1142539746834558976,2019-06-22 21:07:57.000000,,,1,2019-07-12 12:25
1142539999616872449,2019-06-22 21:08:57.000000,0.0,2.0,0,2019-07-12 12:25
1142541093554282497,2019-06-22 21:13:18.000000,5.0,0.0,0,2019-07-12 12:25
1142546441744912385,2019-06-22 21:34:33.000000,7.0,19.0,0,2019-07-12 12:25
1142546561483923457,2019-06-22 21:35:02.000000,0.0,0.0,0,2019-07-12 12:25
1142550256313339904,2019-06-22 21:49:43.000000,7.0,0.0,0,2019-07-12 12:25
1142550701106716678,2019-06-22 21:51:29.000000,7.0,0.0,0,2019-07-12 12:25
1142551017013284866,2019-06-22 21:52:44.000000,7.0,0.0,0,2019-07-12 12:25
1142562844845776901,2019-06-22 22:39:44.000000,0.0,2.0,0,2019-07-12 12:25
1142564697801146368,2019-06-22 22:47:06.000000,5.0,0.0,0,2019-07-12 12:25
1142565261364617217,2019-06-22 22:49:20.000000,7.0,0.0,0,2019-07-12 12:25
1142573639105155073,2019-06-22 23:22:38.000000,2.0,0.0,0,2019-07-12 12:25
1142587122119053312,2019-06-23 00:16:12.000000,0.0,0.0,0,2019-07-12 12:25
1142606767169388545,2019-06-23 01:34:16.000000,7.0,0.0,0,2019-07-12 12:25
1142610859589591040,2019-06-23 01:50:32.000000,7.0,0.0,0,2019-07-12 12:25
1142618129664626688,2019-06-23 02:19:25.000000,0.0,6.0,0,2019-07-12 12:25
1142637662748233728,2019-06-23 03:37:02.000000,0.0,0.0,0,2019-07-12 12:25
1142645870174834688,2019-06-23 04:09:39.000000,0.0,0.0,0,2019-07-12 12:25
1142706744197619713,2019-06-23 08:11:32.000000,0.0,0.0,0,2019-07-12 12:25
1142844825647157259,2019-06-23 17:20:14.000000,4.0,0.0,0,2019-07-12 12:25
1142878716965675008,2019-06-23 19:34:54.000000,18.0,0.0,0,2019-07-12 12:25
1142880754856275974,2019-06-23 19:43:00.000000,2.0,0.0,0,2019-07-12 12:25
1142880925753237504,2019-06-23 19:43:41.000000,2.0,0.0,0,2019-07-12 12:25
1142885154991628288,2019-06-23 20:00:29.000000,1.0,1.0,0,2019-07-12 12:25
1142921448669044740,2019-06-23 22:24:42.000000,0.0,2.0,0,2019-07-12 12:25
1142963091610701824,2019-06-24 01:10:10.000000,18.0,0.0,0,2019-07-12 12:25
1143123920834486273,2019-06-24 11:49:15.000000,1.0,3.0,0,2019-07-12 12:25
1143138074458824704,2019-06-24 12:45:30.000000,1.0,0.0,0,2019-07-12 12:25
1143138771250139137,2019-06-24 12:48:16.000000,0.0,2.0,0,2019-07-12 12:25
1143164827390611456,2019-06-24 14:31:48.000000,3.0,0.0,0,2019-07-12 12:25
1143168711391506432,2019-06-24 14:47:14.000000,0.0,0.0,0,2019-07-12 12:25
1143168785907478528,2019-06-24 14:47:32.000000,2.0,0.0,0,2019-07-12 12:25
1143171062135435264,2019-06-24 14:56:34.000000,0.0,4.0,0,2019-07-12 12:25
1143171901851930624,2019-06-24 14:59:55.000000,0.0,1.0,0,2019-07-12 12:25
1143173132695625728,2019-06-24 15:04:48.000000,0.0,0.0,0,2019-07-12 12:25
1143174155996733440,2019-06-24 15:08:52.000000,0.0,3.0,0,2019-07-12 12:25
1143174749171961857,2019-06-24 15:11:14.000000,0.0,0.0,0,2019-07-12 12:25
1143187210717601792,2019-06-24 16:00:45.000000,0.0,0.0,0,2019-07-12 12:25
1143187331068747776,2019-06-24 16:01:13.000000,0.0,1.0,0,2019-07-12 12:25
1143188186870341633,2019-06-24 16:04:37.000000,3.0,6.0,0,2019-07-12 12:25
1143195119862124545,2019-06-24 16:32:10.000000,1.0,0.0,0,2019-07-12 12:25
1143197868267921409,2019-06-24 16:43:06.000000,2.0,0.0,0,2019-07-12 12:25
1143200863827087368,2019-06-24 16:55:00.000000,0.0,1.0,0,2019-07-12 12:25
1143204083051839488,2019-06-24 17:07:47.000000,3.0,0.0,0,2019-07-12 12:25
1143208758753058816,2019-06-24 17:26:22.000000,3.0,0.0,0,2019-07-12 12:25
1143211449994612737,2019-06-24 17:37:04.000000,0.0,1.0,0,2019-07-12 12:25
1143213785295073280,2019-06-24 17:46:20.000000,3.0,0.0,0,2019-07-12 12:25
1143231094122254338,2019-06-24 18:55:07.000000,3.0,14.0,0,2019-07-12 12:25
1143237252056846343,2019-06-24 19:19:35.000000,0.0,0.0,0,2019-07-12 12:25
1143264544212447232,2019-06-24 21:08:02.000000,,,1,2019-07-12 12:25
1143264854104576000,2019-06-24 21:09:16.000000,2.0,0.0,0,2019-07-12 12:25
1143267045586288646,2019-06-24 21:17:59.000000,,,1,2019-07-12 12:25
1143267626136870912,2019-06-24 21:20:17.000000,0.0,2.0,0,2019-07-12 12:25
1143271230696378369,2019-06-24 21:34:37.000000,,,1,2019-07-12 12:25
1143272918463369216,2019-06-24 21:41:19.000000,7.0,15.0,0,2019-07-12 12:25
1143274352273588224,2019-06-24 21:47:01.000000,7.0,0.0,0,2019-07-12 12:25
1143275187145719809,2019-06-24 21:50:20.000000,1.0,0.0,0,2019-07-12 12:25
1143279604838219777,2019-06-24 22:07:53.000000,7.0,0.0,0,2019-07-12 12:25
1143288614438211584,2019-06-24 22:43:41.000000,7.0,0.0,0,2019-07-12 12:25
1143291724774744064,2019-06-24 22:56:03.000000,0.0,2.0,0,2019-07-12 12:25
1143293295310856192,2019-06-24 23:02:17.000000,7.0,0.0,0,2019-07-12 12:25
1143298550836674560,2019-06-24 23:23:10.000000,3.0,0.0,0,2019-07-12 12:25
1143312062061457408,2019-06-25 00:16:51.000000,3.0,0.0,0,2019-07-12 12:25
1143320315558334464,2019-06-25 00:49:39.000000,1.0,8.0,0,2019-07-12 12:25
1143327212248162304,2019-06-25 01:17:04.000000,7.0,0.0,0,2019-07-12 12:25
1143337994465828869,2019-06-25 01:59:54.000000,7.0,0.0,0,2019-07-12 12:25
1143356666936745984,2019-06-25 03:14:06.000000,1.0,0.0,0,2019-07-12 12:25
1143368949284741120,2019-06-25 04:02:54.000000,2.0,17.0,0,2019-07-12 12:25
1143415617896230912,2019-06-25 07:08:21.000000,0.0,0.0,0,2019-07-12 12:25
1143471918705795072,2019-06-25 10:52:04.000000,3.0,0.0,0,2019-07-12 12:25
887350551138099200,2017-07-18 16:37:12,0.0,3.0,0,2019-07-12 12:25
886977970186981376,2017-07-17 15:56:42,1.0,0.0,0,2019-07-12 12:25
886234811215601664,2017-07-15 14:43:39,1.0,6.0,0,2019-07-12 12:25
885204894042476544,2017-07-12 18:31:07,,,1,2019-07-12 12:25
885186279507472386,2017-07-12 17:17:09,0.0,4.0,0,2019-07-12 12:25
883386451643256833,2017-07-07 18:05:17,,,1,2019-07-12 12:25
883383525495406593,2017-07-07 17:53:39,,,1,2019-07-12 12:25
888186792611991552,2017-07-21 0:00:07,,,1,2019-07-12 12:25
888174476243894273,2017-07-20 23:11:11,7.0,0.0,0,2019-07-12 12:25
888157954108608512,2017-07-20 22:05:32,,,1,2019-07-12 12:25
888154161782571008,2017-07-20 21:50:27,,,1,2019-07-12 12:25
888149245399838721,2017-07-20 21:30:55,7.0,0.0,0,2019-07-12 12:25
888118057339469825,2017-07-20 19:26:59,0.0,7.0,0,2019-07-12 12:25
888109887170822146,2017-07-20 18:54:32,1.0,1.0,0,2019-07-12 12:25
888098614798540800,2017-07-20 18:09:44,6.0,0.0,0,2019-07-12 12:25
888098514504470528,2017-07-20 18:09:20,6.0,0.0,0,2019-07-12 12:25
888096278177034244,2017-07-20 18:00:27,0.0,0.0,0,2019-07-12 12:25
888090647856656384,2017-07-20 17:38:05,3.0,0.0,0,2019-07-12 12:25
888088208038387712,2017-07-20 17:28:23,,,1,2019-07-12 12:25
888083170972770304,2017-07-20 17:08:22,0.0,0.0,0,2019-07-12 12:25
888081463983386624,2017-07-20 17:01:35,1.0,0.0,0,2019-07-12 12:25
888081125188546561,2017-07-20 17:00:14,1.0,3.0,0,2019-07-12 12:25
888077344409346048,2017-07-20 16:45:13,8.0,0.0,0,2019-07-12 12:25
888064359473192960,2017-07-20 15:53:37,2.0,0.0,0,2019-07-12 12:25
888061740860289024,2017-07-20 15:43:13,7.0,0.0,0,2019-07-12 12:25
888055986497269762,2017-07-20 15:20:21,1.0,1.0,0,2019-07-12 12:25
888054433812103168,2017-07-20 15:14:10,,,1,2019-07-12 12:25
888054431597477888,2017-07-20 15:14:10,0.0,0.0,0,2019-07-12 12:25
888052313264463872,2017-07-20 15:05:45,3.0,0.0,0,2019-07-12 12:25
888050398921015296,2017-07-20 14:58:08,,,1,2019-07-12 12:25
888049860812972032,2017-07-20 14:56:00,0.0,1.0,0,2019-07-12 12:25
888049096086388741,2017-07-20 14:52:58,7.0,0.0,0,2019-07-12 12:25
888045871455248384,2017-07-20 14:40:09,7.0,0.0,0,2019-07-12 12:25
888043399214968836,2017-07-20 14:30:20,7.0,11.0,0,2019-07-12 12:25
888043095144714241,2017-07-20 14:29:07,,,1,2019-07-12 12:25
888042893792948224,2017-07-20 14:28:19,,,1,2019-07-12 12:25
888041133502218241,2017-07-20 14:21:19,0.0,0.0,0,2019-07-12 12:25
888021329445871620,2017-07-20 13:02:38,,,1,2019-07-12 12:25
888021019977539585,2017-07-20 13:01:24,0.0,1.0,0,2019-07-12 12:25
888016411867721729,2017-07-20 12:43:05,10.0,0.0,0,2019-07-12 12:25
887999890982404097,2017-07-20 11:37:26,,,1,2019-07-12 12:25
887964299314044929,2017-07-20 9:16:01,3.0,0.0,0,2019-07-12 12:25
887964249838022656,2017-07-20 9:15:49,3.0,0.0,0,2019-07-12 12:25
887961354526535681,2017-07-20 9:04:19,1.0,0.0,0,2019-07-12 12:25
887952016445587458,2017-07-20 8:27:12,,,1,2019-07-12 12:25
887912936584466432,2017-07-20 5:51:55,3.0,5.0,0,2019-07-12 12:25
887902930061279232,2017-07-20 5:12:09,0.0,0.0,0,2019-07-12 12:25
887897716021448704,2017-07-20 4:51:26,,,1,2019-07-12 12:25
887888590440587265,2017-07-20 4:15:10,0.0,0.0,0,2019-07-12 12:25
887871499889033216,2017-07-20 3:07:16,1.0,0.0,0,2019-07-12 12:25
887852138797424640,2017-07-20 1:50:20,8.0,0.0,0,2019-07-12 12:25
887849326273208320,2017-07-20 1:39:09,0.0,0.0,0,2019-07-12 12:25
887848217462833152,2017-07-20 1:34:45,8.0,0.0,0,2019-07-12 12:25
887845905533210624,2017-07-20 1:25:33,0.0,1.0,0,2019-07-12 12:25
887842714431221760,2017-07-20 1:12:53,,,1,2019-07-12 12:25
887834758390071300,2017-07-20 0:41:16,2.0,1.0,0,2019-07-12 12:25
887829712487104512,2017-07-20 0:21:13,,,1,2019-07-12 12:25
887814285954560001,2017-07-19 23:19:55,,,1,2019-07-12 12:25
887808007781978113,2017-07-19 22:54:58,1.0,0.0,0,2019-07-12 12:25
887805310701682688,2017-07-19 22:44:15,0.0,0.0,0,2019-07-12 12:25
887781387939348482,2017-07-19 21:09:11,2.0,0.0,0,2019-07-12 12:25
887773756827074560,2017-07-19 20:38:52,,,1,2019-07-12 12:25
887763555616993281,2017-07-19 19:58:20,8.0,0.0,0,2019-07-12 12:25
887763412813348864,2017-07-19 19:57:46,8.0,0.0,0,2019-07-12 12:25
887761610563104769,2017-07-19 19:50:36,1.0,0.0,0,2019-07-12 12:25
887760247850401792,2017-07-19 19:45:11,8.0,0.0,0,2019-07-12 12:25
887757294733336576,2017-07-19 19:33:27,8.0,0.0,0,2019-07-12 12:25
887752739870081025,2017-07-19 19:15:21,8.0,11.0,0,2019-07-12 12:25
887744004116201472,2017-07-19 18:40:38,0.0,3.0,0,2019-07-12 12:25
887736963410931719,2017-07-19 18:12:40,1.0,0.0,0,2019-07-12 12:25
887731889221644295,2017-07-19 17:52:30,1.0,0.0,0,2019-07-12 12:25
887731797844537354,2017-07-19 17:52:08,2.0,12.0,0,2019-07-12 12:25
887727818649591808,2017-07-19 17:36:19,1.0,1.0,0,2019-07-12 12:25
887726273060929536,2017-07-19 17:30:11,0.0,0.0,0,2019-07-12 12:25
887708212681555968,2017-07-19 16:18:25,0.0,0.0,0,2019-07-12 12:25
887704431508070400,2017-07-19 16:03:23,,,1,2019-07-12 12:25
887693981433430017,2017-07-19 15:21:52,,,1,2019-07-12 12:25
887683693958971392,2017-07-19 14:40:59,0.0,1.0,0,2019-07-12 12:25
887683269742911488,2017-07-19 14:39:18,4.0,0.0,0,2019-07-12 12:25
887671425166979072,2017-07-19 13:52:14,6.0,0.0,0,2019-07-12 12:25
887664219746955265,2017-07-19 13:23:36,,,1,2019-07-12 12:25
887662067624402949,2017-07-19 13:15:03,6.0,0.0,0,2019-07-12 12:25
887659557752901632,2017-07-19 13:05:05,10.0,0.0,0,2019-07-12 12:25
887656612198002689,2017-07-19 12:53:22,6.0,0.0,0,2019-07-12 12:25
887656604623142912,2017-07-19 12:53:21,6.0,0.0,0,2019-07-12 12:25
887656526365720576,2017-07-19 12:53:02,6.0,4.0,0,2019-07-12 12:25
887653097639751681,2017-07-19 12:39:24,,,1,2019-07-12 12:25
887622125430767616,2017-07-19 10:36:20,,,1,2019-07-12 12:25
887622125170810880,2017-07-19 10:36:20,,,1,2019-07-12 12:25
887622120426975232,2017-07-19 10:36:19,,,1,2019-07-12 12:25
887621627613138949,2017-07-19 10:34:21,,,1,2019-07-12 12:25
887596619281055745,2017-07-19 8:54:59,0.0,0.0,0,2019-07-12 12:25
887594273192820737,2017-07-19 8:45:40,0.0,0.0,0,2019-07-12 12:25
887570222894284801,2017-07-19 7:10:06,0.0,0.0,0,2019-07-12 12:25
887552908354478081,2017-07-19 6:01:17,0.0,0.0,0,2019-07-12 12:25
887531742638342146,2017-07-19 4:37:11,1.0,0.0,0,2019-07-12 12:25
887514020298854404,2017-07-19 3:26:46,,,1,2019-07-12 12:25
887495512777031680,2017-07-19 2:13:13,1.0,0.0,0,2019-07-12 12:25
887479736636764160,2017-07-19 1:10:32,0.0,2.0,0,2019-07-12 12:25
887479568650653696,2017-07-19 1:09:52,10.0,0.0,0,2019-07-12 12:25
